,ebpf-ratelimiter-main,bpf-filter-master,bcc,cilium,ingress-node-firewall-master,xdp-mptm-main,ebpf-samples,katran,ebpf-ratelimiter-main_count,bpf-filter-master_count,bcc_count,cilium_count,ingress-node-firewall-master_count,xdp-mptm-main_count,ebpf-samples_count,katran_count
tail_ipv4_policy,{'tail_ipv4_policy': {'children': {}}},{'tail_ipv4_policy': {'children': {}}},{'tail_ipv4_policy': {'children': {}}},"{'tail_ipv4_policy': {'children': {'encode_custom_prog_meta': {'children': {'ctx_store_meta': {'children': {}}}}, 'ctx_store_meta': {'children': {}}, 'ctx_load_meta': {'children': {}}, 'ipv4_policy': {'children': {'redirect_to_proxy': {'children': {}}, 'send_policy_verdict_notify': {'children': {'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}, 'policy_verdict_filter_allow': {'children': {}}}}, 'ct_update_nodeport': {'children': {}}, 'ct_state_is_from_l7lb': {'children': {}}, 'get_ct_map4': {'children': {}}, 'send_trace_notify4': {'children': {'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}, 'emit_trace_notify': {'children': {}}, 'update_trace_metrics': {'children': {'update_metrics': {'children': {}}, 'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}}}}}, 'policy_clear_mark': {'children': {'ctx_store_meta': {'children': {}}}}, 'handle_dsr_v4': {'children': {'snat_v4_create_dsr': {'children': {'ipv4_hdrlen': {'children': {}}}}}}, 'lb4_rev_nat': {'children': {'__lb4_rev_nat': {'children': {'reverse_map_l4_port': {'children': {'l4_load_port': {'children': {}}, 'l4_modify_port': {'children': {'csum_l4_replace': {'children': {}}}}}}, 'csum_l4_replace': {'children': {}}}}}}, 'tc_index_skip_egress_proxy': {'children': {'cilium_dbg': {'children': {}}}}, 'ipv4_has_l4_header': {'children': {'ipv4_is_not_first_fragment': {'children': {}}}}, 'ct_create4': {'children': {'relax_verifier': {'children': {}}, 'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}, 'cilium_dbg3': {'children': {}}, 'send_signal_ct_fill_up': {'children': {}}, 'ct_update_timeout': {'children': {'__ct_update_timeout': {'children': {}}}}}}, 'relax_verifier': {'children': {}}, 'ipv4_is_fragment': {'children': {}}, 'ipv4_hdrlen': {'children': {}}, 'policy_can_access_ingress': {'children': {'__policy_can_access': {'children': {'ctx_load_meta': {'children': {}}, 'ipv4_hdrlen': {'children': {}}, 'cilium_dbg3': {'children': {}}, 'account': {'children': {'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}}}, 'ipv6_hdrlen': {'children': {'ipv6_authlen': {'children': {}}, 'ipv6_optlen': {'children': {}}}}}}, 'cilium_dbg': {'children': {}}}}, 'ctx_load_meta': {'children': {}}, 'memcpy': {'children': {'__bpf_memcpy': {'children': {'__bpf_memcpy_builtin': {'children': {}}}}}}, 'tc_index_skip_ingress_proxy': {'children': {'cilium_dbg': {'children': {}}}}, 'redirect_ep': {'children': {'ctx_redirect_peer': {'children': {}}, 'ctx_redirect': {'children': {}}}}, 'csum_l4_offset_and_flags': {'children': {}}, 'ct_update4_dsr': {'children': {}}, 'ct_has_nodeport_egress_entry4': {'children': {}}}}, 'ctx_redirect_to_proxy4': {'children': {'__ctx_redirect_to_proxy': {'children': {'cilium_dbg': {'children': {}}}}}}, 'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}, 'update_metrics': {'children': {}}, 'tail_call_static': {'children': {}}}}}",{'tail_ipv4_policy': {'children': {}}},{'tail_ipv4_policy': {'children': {}}},{'tail_ipv4_policy': {'children': {}}},{'tail_ipv4_policy': {'children': {}}},1,1,1,86,1,1,1,1
mptm_decap,{'mptm_decap': {'children': {}}},{'mptm_decap': {'children': {}}},{'mptm_decap': {'children': {}}},{'mptm_decap': {'children': {}}},{'mptm_decap': {'children': {}}},{'mptm_decap': {'children': {'parse_pkt_headers': {'children': {}}}}},{'mptm_decap': {'children': {}}},{'mptm_decap': {'children': {}}},1,1,1,1,1,2,1,1
ipv6_load_paylen,{'ipv6_load_paylen': {'children': {}}},{'ipv6_load_paylen': {'children': {}}},{'ipv6_load_paylen': {'children': {}}},{'ipv6_load_paylen': {'children': {}}},{'ipv6_load_paylen': {'children': {}}},{'ipv6_load_paylen': {'children': {}}},{'ipv6_load_paylen': {'children': {}}},{'ipv6_load_paylen': {'children': {}}},1,1,1,1,1,1,1,1
sock4_getpeername,{'sock4_getpeername': {'children': {}}},{'sock4_getpeername': {'children': {}}},{'sock4_getpeername': {'children': {}}},"{'sock4_getpeername': {'children': {'__sock4_xlate_rev': {'children': {'ctx_dst_port': {'children': {}}, 'sock4_wildcard_lookup_full': {'children': {'lb4_svc_is_hostport': {'children': {}}, 'sock4_wildcard_lookup': {'children': {'ipcache_lookup4': {'children': {}}, 'is_v4_loopback': {'children': {}}, 'lb4_lookup_service': {'children': {'lb4_to_lb6_service': {'children': {}}, 'lb4_svc_is_local_scope': {'children': {}}, 'lb4_svc_is_l7loadbalancer': {'children': {}}}}, 'identity_is_remote_node': {'children': {}}}}, 'lb4_svc_is_nodeport': {'children': {}}}}, 'update_metrics': {'children': {}}, 'ctx_in_hostns': {'children': {'task_in_extended_hostns': {'children': {}}}}, 'sock_local_cookie': {'children': {}}, 'ctx_set_port': {'children': {}}, 'lb4_lookup_service': {'children': {'lb4_to_lb6_service': {'children': {}}, 'lb4_svc_is_local_scope': {'children': {}}, 'lb4_svc_is_l7loadbalancer': {'children': {}}}}}}}}}",{'sock4_getpeername': {'children': {}}},{'sock4_getpeername': {'children': {}}},{'sock4_getpeername': {'children': {}}},{'sock4_getpeername': {'children': {}}},1,1,1,23,1,1,1,1
pktcntr,{'pktcntr': {'children': {}}},{'pktcntr': {'children': {}}},{'pktcntr': {'children': {}}},{'pktcntr': {'children': {}}},{'pktcntr': {'children': {}}},{'pktcntr': {'children': {}}},{'pktcntr': {'children': {}}},{'pktcntr': {'children': {}}},1,1,1,1,1,1,1,1
submit_event,{'submit_event': {'children': {}}},{'submit_event': {'children': {}}},{'submit_event': {'children': {}}},{'submit_event': {'children': {}}},{'submit_event': {'children': {}}},{'submit_event': {'children': {}}},{'submit_event': {'children': {}}},{'submit_event': {'children': {'min_helper': {'children': {}}}}},1,1,1,1,1,1,1,2
sock6_post_bind,{'sock6_post_bind': {'children': {}}},{'sock6_post_bind': {'children': {}}},{'sock6_post_bind': {'children': {}}},"{'sock6_post_bind': {'children': {'__sock6_post_bind': {'children': {'lb6_svc_is_external_ip': {'children': {}}, 'sock6_wildcard_lookup': {'children': {'ipcache_lookup6': {'children': {'ipv6_addr_clear_suffix': {'children': {}}}}, 'lb6_lookup_service': {'children': {'lb6_svc_is_l7loadbalancer': {'children': {}}, 'lb6_svc_is_local_scope': {'children': {}}}}, 'is_v6_loopback': {'children': {'ipv6_addrcmp': {'children': {}}}}, 'memset': {'children': {'__bpf_memzero': {'children': {'__bpf_memset_builtin': {'children': {}}}}, '__bpf_memset_builtin': {'children': {}}}}, 'identity_is_remote_node': {'children': {}}}}, 'ctx_src_port': {'children': {}}, 'lb6_lookup_service': {'children': {'lb6_svc_is_l7loadbalancer': {'children': {}}, 'lb6_svc_is_local_scope': {'children': {}}}}, 'sock6_post_bind_v4_in_v6': {'children': {'memset': {'children': {'__bpf_memzero': {'children': {'__bpf_memset_builtin': {'children': {}}}}, '__bpf_memset_builtin': {'children': {}}}}, '__sock4_post_bind': {'children': {'ctx_src_port': {'children': {}}, 'lb4_svc_is_loadbalancer': {'children': {}}, 'lb4_svc_is_external_ip': {'children': {}}, 'sock4_wildcard_lookup': {'children': {'ipcache_lookup4': {'children': {}}, 'is_v4_loopback': {'children': {}}, 'lb4_lookup_service': {'children': {'lb4_to_lb6_service': {'children': {}}, 'lb4_svc_is_local_scope': {'children': {}}, 'lb4_svc_is_l7loadbalancer': {'children': {}}}}, 'identity_is_remote_node': {'children': {}}}}, 'ctx_in_hostns': {'children': {'task_in_extended_hostns': {'children': {}}}}, 'lb4_svc_is_nodeport': {'children': {}}, 'lb4_lookup_service': {'children': {'lb4_to_lb6_service': {'children': {}}, 'lb4_svc_is_local_scope': {'children': {}}, 'lb4_svc_is_l7loadbalancer': {'children': {}}}}, 'sock_proto_enabled': {'children': {}}}}, 'is_v4_in_v6': {'children': {'ipv6_addrcmp': {'children': {}}}}, 'ctx_get_v6_src_address': {'children': {}}}}, 'lb6_svc_is_loadbalancer': {'children': {}}, 'ctx_get_v6_src_address': {'children': {}}, 'ctx_in_hostns': {'children': {'task_in_extended_hostns': {'children': {}}}}, 'lb6_svc_is_nodeport': {'children': {}}, 'sock_proto_enabled': {'children': {}}}}}}}",{'sock6_post_bind': {'children': {}}},{'sock6_post_bind': {'children': {}}},{'sock6_post_bind': {'children': {}}},{'sock6_post_bind': {'children': {}}},1,1,1,54,1,1,1,1
gue_encap_v4,{'gue_encap_v4': {'children': {}}},{'gue_encap_v4': {'children': {}}},{'gue_encap_v4': {'children': {}}},{'gue_encap_v4': {'children': {}}},{'gue_encap_v4': {'children': {}}},{'gue_encap_v4': {'children': {}}},{'gue_encap_v4': {'children': {}}},"{'gue_encap_v4': {'children': {'create_udp_hdr': {'children': {}}, 'gue_csum': {'children': {'gue_csum_v6': {'children': {'rem_pseudo_ipv6_header': {'children': {}}, 'add_pseudo_ipv6_header': {'children': {}}, 'csum_fold_helper': {'children': {}}}}, 'gue_csum_v4_in_v6': {'children': {'rem_pseudo_ipv4_header': {'children': {}}, 'add_pseudo_ipv6_header': {'children': {}}, 'csum_fold_helper': {'children': {}}}}, 'gue_csum_v4': {'children': {'rem_pseudo_ipv4_header': {'children': {}}, 'add_pseudo_ipv4_header': {'children': {}}, 'csum_fold_helper': {'children': {}}}}}}, 'create_v4_hdr': {'children': {'ipv4_csum_inline': {'children': {'csum_fold_helper': {'children': {}}}}}}}}}",1,1,1,1,1,1,1,18
send_signal,{'send_signal': {'children': {}}},{'send_signal': {'children': {}}},{'send_signal': {'children': {}}},{'send_signal': {'children': {}}},{'send_signal': {'children': {}}},{'send_signal': {'children': {}}},{'send_signal': {'children': {}}},{'send_signal': {'children': {}}},1,1,1,1,1,1,1,1
tail_nodeport_nat_ipv6,{'tail_nodeport_nat_ipv6': {'children': {}}},{'tail_nodeport_nat_ipv6': {'children': {}}},{'tail_nodeport_nat_ipv6': {'children': {}}},"{'tail_nodeport_nat_ipv6': {'children': {'maybe_add_l2_hdr': {'children': {'ctx_change_head': {'children': {}}, 'ctx_get_protocol': {'children': {'ctx_data': {'children': {}}, 'ctx_no_room': {'children': {}}, 'ctx_data_end': {'children': {}}}}, 'eth_store_proto': {'children': {}}}}, 'snat_v6_process': {'children': {'snat_v6_rewrite_egress': {'children': {'l4_modify_port': {'children': {'csum_l4_replace': {'children': {}}}}, 'ipv6_addrcmp': {'children': {}}, 'csum_l4_offset_and_flags': {'children': {}}, 'csum_l4_replace': {'children': {}}}}, 'snat_v6_handle_mapping': {'children': {'snat_v6_track_local': {'children': {'ipv6_addrcmp': {'children': {}}, 'memcpy': {'children': {'__bpf_memcpy': {'children': {'__bpf_memcpy_builtin': {'children': {}}}}}}, 'ct_lookup6': {'children': {'__ct_lookup': {'children': {'relax_verifier': {'children': {}}, 'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}, 'ct_entry_seen_both_syns': {'children': {}}, 'cilium_dbg': {'children': {}}, 'ct_entry_alive': {'children': {}}, 'ct_entry_closing': {'children': {}}, 'ct_entry_expired_rebalance': {'children': {}}, '__ct_update_timeout': {'children': {}}, 'ct_update_timeout': {'children': {'__ct_update_timeout': {'children': {}}}}, 'ct_reset_closing': {'children': {}}}}, 'ipv6_ct_tuple_reverse': {'children': {'ct_flip_tuple_dir6': {'children': {}}, '__ipv6_ct_tuple_reverse': {'children': {'ipv6_addr_copy': {'children': {}}}}}}, 'cilium_dbg': {'children': {}}, 'cilium_dbg3': {'children': {}}}}, 'get_ct_map6': {'children': {}}, 'ct_create6': {'children': {'relax_verifier': {'children': {}}, 'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}, 'cilium_dbg3': {'children': {}}, 'send_signal_ct_fill_up': {'children': {}}, 'ct_update_timeout': {'children': {'__ct_update_timeout': {'children': {}}}}, 'ipv6_addr_copy': {'children': {}}}}, 'memset': {'children': {'__bpf_memzero': {'children': {'__bpf_memset_builtin': {'children': {}}}}, '__bpf_memset_builtin': {'children': {}}}}}}, 'snat_v6_lookup': {'children': {'__snat_lookup': {'children': {}}}}, 'snat_v6_new_mapping': {'children': {'snat_v6_swap_tuple': {'children': {'memset': {'children': {'__bpf_memzero': {'children': {'__bpf_memset_builtin': {'children': {}}}}, '__bpf_memset_builtin': {'children': {}}}}}}, 'ipv6_addrcmp': {'children': {}}, 'snat_v6_update': {'children': {'__snat_update': {'children': {}}}}, '__snat_try_keep_port': {'children': {'__snat_clamp_port_range': {'children': {}}}}, 'snat_v6_lookup': {'children': {'__snat_lookup': {'children': {}}}}, 'send_signal_nat_fill_up': {'children': {}}, 'memset': {'children': {'__bpf_memzero': {'children': {'__bpf_memset_builtin': {'children': {}}}}, '__bpf_memset_builtin': {'children': {}}}}, '__snat_clamp_port_range': {'children': {}}}}}}, 'snat_v6_rewrite_ingress': {'children': {'l4_modify_port': {'children': {'csum_l4_replace': {'children': {}}}}, 'ipv6_addrcmp': {'children': {}}, 'csum_l4_offset_and_flags': {'children': {}}, 'csum_l4_replace': {'children': {}}}}, 'snat_v6_can_skip': {'children': {}}, 'ipv6_hdrlen': {'children': {'ipv6_authlen': {'children': {}}, 'ipv6_optlen': {'children': {}}}}, 'ipv6_addr_copy': {'children': {}}}}, 'eth_store_daddr': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}, '__bpf_memcpy_builtin': {'children': {}}, 'ctx_no_room': {'children': {}}, 'eth_store_daddr_aligned': {'children': {}}}}, 'ctx_get_ifindex': {'children': {}}, '__encap_with_nodeid': {'children': {'cilium_dbg': {'children': {}}, 'send_trace_notify': {'children': {'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}, 'emit_trace_notify': {'children': {}}, 'update_trace_metrics': {'children': {'update_metrics': {'children': {}}, 'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}}}, 'memset': {'children': {'__bpf_memzero': {'children': {'__bpf_memset_builtin': {'children': {}}}}, '__bpf_memset_builtin': {'children': {}}}}}}}}, 'ctx_redirect': {'children': {}}, 'build_v4_in_v6': {'children': {'memset': {'children': {'__bpf_memzero': {'children': {'__bpf_memset_builtin': {'children': {}}}}, '__bpf_memset_builtin': {'children': {}}}}}}, 'bpf_skip_nodeport_set': {'children': {'ctx_skip_nodeport_set': {'children': {'ctx_store_meta': {'children': {}}}}}}, 'ipcache_lookup6': {'children': {'ipv6_addr_clear_suffix': {'children': {}}}}, 'lb6_to_lb4': {'children': {'build_v4_from_v6': {'children': {}}, 'ipv6_to_ipv4': {'children': {'icmp6_to_icmp4': {'children': {}}, 'get_csum_offset': {'children': {}}, 'ipv6_pseudohdr_checksum': {'children': {}}, 'csum_sub': {'children': {'csum_add': {'children': {}}}}, 'ipv6_hdrlen': {'children': {'ipv6_authlen': {'children': {}}, 'ipv6_optlen': {'children': {}}}}, 'ctx_change_proto': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}, '__bpf_memmove_fwd': {'children': {'__bpf_memmove_builtin': {'children': {}}}}}}}}}}, 'ctx_load_meta': {'children': {}}, 'ep_tail_call': {'children': {'tail_call_static': {'children': {}}}}, 'cilium_capture_out': {'children': {'cilium_capture_cached': {'children': {}}, '__cilium_capture_out': {'children': {'cilium_capture': {'children': {'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}}}}}}}, 'bpf_mark_snat_done': {'children': {}}, 'eth_store_saddr': {'children': {'eth_store_saddr_aligned': {'children': {}}, 'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}, '__bpf_memcpy_builtin': {'children': {}}, 'ctx_no_room': {'children': {}}}}, 'ipv6_addr_copy': {'children': {}}}}}",{'tail_nodeport_nat_ipv6': {'children': {}}},{'tail_nodeport_nat_ipv6': {'children': {}}},{'tail_nodeport_nat_ipv6': {'children': {}}},{'tail_nodeport_nat_ipv6': {'children': {}}},1,1,1,157,1,1,1,1
__cpu_to_le16p,{'__cpu_to_le16p': {'children': {}}},{'__cpu_to_le16p': {'children': {}}},{'__cpu_to_le16p': {'children': {}}},{'__cpu_to_le16p': {'children': {'__swab16p': {'children': {}}}}},{'__cpu_to_le16p': {'children': {}}},{'__cpu_to_le16p': {'children': {}}},{'__cpu_to_le16p': {'children': {}}},{'__cpu_to_le16p': {'children': {}}},1,1,1,2,1,1,1,1
bpf_xdp_entry,{'bpf_xdp_entry': {'children': {}}},{'bpf_xdp_entry': {'children': {}}},{'bpf_xdp_entry': {'children': {}}},"{'bpf_xdp_entry': {'children': {'check_filters': {'children': {'validate_ethertype': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}, 'ctx_get_protocol': {'children': {'ctx_data': {'children': {}}, 'ctx_no_room': {'children': {}}, 'ctx_data_end': {'children': {}}}}}}, 'ctx_store_meta': {'children': {}}, 'bpf_skip_nodeport_clear': {'children': {'ctx_skip_nodeport_clear': {'children': {'ctx_store_meta': {'children': {}}}}}}, 'bpf_xdp_exit': {'children': {'ctx_load_meta': {'children': {}}, 'ctx_data': {'children': {}}, 'ctx_no_room': {'children': {}}, 'ctx_data_meta': {'children': {}}}}, 'check_v4': {'children': {'check_v4_lb': {'children': {'ep_tail_call': {'children': {'tail_call_static': {'children': {}}}}}}, 'memcpy': {'children': {'__bpf_memcpy': {'children': {'__bpf_memcpy_builtin': {'children': {}}}}}}, 'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}, 'ctx_no_room': {'children': {}}}}, 'check_v6': {'children': {'check_v6_lb': {'children': {'ep_tail_call': {'children': {'tail_call_static': {'children': {}}}}}}, 'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}, '__bpf_memcpy_builtin': {'children': {}}, 'ctx_no_room': {'children': {}}}}}}}}}",{'bpf_xdp_entry': {'children': {}}},{'bpf_xdp_entry': {'children': {}}},{'bpf_xdp_entry': {'children': {}}},{'bpf_xdp_entry': {'children': {}}},1,1,1,36,1,1,1,1
to_overlay,{'to_overlay': {'children': {}}},{'to_overlay': {'children': {}}},{'to_overlay': {'children': {}}},"{'to_overlay': {'children': {'encap_remap_v6_host_address': {'children': {'validate_ethertype': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}, 'ctx_get_protocol': {'children': {'ctx_data': {'children': {}}, 'ctx_no_room': {'children': {}}, 'ctx_data_end': {'children': {}}}}}}, 'ipv6_addrcmp': {'children': {}}, 'csum_l4_offset_and_flags': {'children': {}}, 'ipv6_hdrlen': {'children': {'ipv6_authlen': {'children': {}}, 'ipv6_optlen': {'children': {}}}}, 'csum_l4_replace': {'children': {}}}}, 'edt_sched_departure': {'children': {'validate_ethertype': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}, 'ctx_get_protocol': {'children': {'ctx_data': {'children': {}}, 'ctx_no_room': {'children': {}}, 'ctx_data_end': {'children': {}}}}}}, 'edt_get_aggregate': {'children': {}}, 'ctx_wire_len': {'children': {'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}}}}}, 'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}, 'update_metrics': {'children': {}}, 'handle_nat_fwd': {'children': {'validate_ethertype': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}, 'ctx_get_protocol': {'children': {'ctx_data': {'children': {}}, 'ctx_no_room': {'children': {}}, 'ctx_data_end': {'children': {}}}}}}}}}}}",{'to_overlay': {'children': {}}},{'to_overlay': {'children': {}}},{'to_overlay': {'children': {}}},{'to_overlay': {'children': {}}},1,1,1,40,1,1,1,1
handle_policy,{'handle_policy': {'children': {}}},{'handle_policy': {'children': {}}},{'handle_policy': {'children': {}}},"{'handle_policy': {'children': {'validate_ethertype': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}, 'ctx_get_protocol': {'children': {'ctx_data': {'children': {}}, 'ctx_no_room': {'children': {}}, 'ctx_data_end': {'children': {}}}}}}, 'ctx_load_meta': {'children': {}}}}}",{'handle_policy': {'children': {}}},{'handle_policy': {'children': {}}},{'handle_policy': {'children': {}}},{'handle_policy': {'children': {}}},1,1,1,9,1,1,1,1
ipv6_addr_in_net,{'ipv6_addr_in_net': {'children': {}}},{'ipv6_addr_in_net': {'children': {}}},{'ipv6_addr_in_net': {'children': {}}},{'ipv6_addr_in_net': {'children': {}}},{'ipv6_addr_in_net': {'children': {}}},{'ipv6_addr_in_net': {'children': {}}},{'ipv6_addr_in_net': {'children': {}}},{'ipv6_addr_in_net': {'children': {}}},1,1,1,1,1,1,1,1
custom_hook,{'custom_hook': {'children': {}}},{'custom_hook': {'children': {}}},{'custom_hook': {'children': {}}},"{'custom_hook': {'children': {'custom_prog': {'children': {'ctx_full_len': {'children': {'ctx_data': {'children': {}}, 'ctx_data_end': {'children': {}}}}}}, 'ctx_load_meta': {'children': {}}}}}",{'custom_hook': {'children': {}}},{'custom_hook': {'children': {}}},{'custom_hook': {'children': {}}},{'custom_hook': {'children': {}}},1,1,1,6,1,1,1,1
